,Sequence name,Sequence length,Number of unique pitches,Max velocity,Min velocity,Avg velocity,Median velocity,Velocity std,Highest pitch,Lowest pitch,Avg pitch,Median pitch,Pitch std,Longest note (s),Shortest note (s),Avg duration (s),Median duration (s),Duration std
816,KaiRuiR03,1361,73,113,6,76.89,76.0,10.4,101,24,69.13,71.0,17.07,2.88,0.01,0.21,0.08,0.48
817,KaiRuiR04,5247,78,118,3,76.1,79.0,16.9,103,22,68.05,69.0,15.89,6.28,0.0,0.14,0.04,0.38
818,KaiRuiR05,3153,70,108,8,69.33,69.0,13.88,101,30,65.15,65.0,13.16,3.07,0.03,0.21,0.11,0.27
819,KaiRuiR06,1418,60,96,3,62.1,65.0,12.11,96,28,70.73,74.0,12.88,8.11,0.0,0.11,0.07,0.42
820,KaiRuiR07,7591,73,115,3,71.54,75.0,17.83,101,26,61.11,62.0,11.22,5.85,0.01,0.22,0.07,0.43
821,KabuliL01,2396,47,93,6,59.55,61.0,12.61,83,35,62.63,63.0,9.8,5.54,0.03,0.35,0.24,0.41
822,KabuliL02,2761,61,112,3,63.37,64.0,16.86,89,29,61.2,61.0,12.14,11.21,0.0,0.26,0.07,0.86
823,KabuliL03,4063,76,125,3,59.98,59.0,21.79,102,27,61.41,63.0,13.55,5.74,0.01,0.12,0.05,0.3
824,KabuliL04,6464,81,116,3,69.27,71.0,19.9,102,22,65.08,65.0,15.46,4.8,0.0,0.19,0.1,0.29
825,KabuliL05,1503,73,113,4,58.94,59.0,20.62,101,26,62.91,64.0,14.59,4.8,0.02,0.4,0.28,0.44
826,KabuliL06,2241,75,113,4,67.1,66.0,18.46,101,22,63.23,64.0,14.51,2.01,0.0,0.1,0.06,0.16
827,KaiRuiR09,3426,67,117,3,75.47,78.0,16.5,100,28,70.19,69.0,13.87,50.07,0.01,0.1,0.04,0.88
828,KaiRuiR10,3000,77,123,5,72.26,74.0,19.09,107,26,70.67,70.0,12.09,6.46,0.01,0.15,0.06,0.41
829,KaiRuiR11,11031,79,126,3,73.91,75.0,17.69,105,24,68.89,69.0,13.17,3.82,0.0,0.09,0.06,0.1
830,KanM01,3012,49,92,3,60.91,63.0,12.89,84,31,63.21,64.0,10.51,3.08,0.02,0.24,0.13,0.31
831,KanM02,4203,75,98,3,54.25,54.0,17.09,100,21,59.97,62.0,14.35,8.31,0.02,0.34,0.22,0.47
832,KanM03,18867,78,122,1,63.65,65.0,17.47,105,27,68.65,69.0,15.6,5.82,0.0,0.11,0.06,0.21
833,KanM04,3318,70,107,3,59.49,60.0,18.23,103,27,62.58,61.0,13.89,2.34,0.0,0.16,0.09,0.22
834,KanM06,4042,76,122,3,64.28,65.0,17.18,102,27,77.38,79.0,15.88,2.34,0.0,0.07,0.05,0.09
835,KanM07,1409,45,98,3,64.79,65.0,13.43,103,55,72.21,72.0,8.8,0.59,0.0,0.06,0.05,0.05
836,KanM08,1949,70,101,2,63.56,64.0,16.55,105,31,70.11,69.0,13.33,1.44,0.0,0.1,0.06,0.11
837,KanM09,4743,73,109,2,64.46,67.0,18.07,103,29,67.05,68.0,15.44,3.17,0.0,0.11,0.06,0.19
838,KanM10,6196,77,106,2,57.53,58.0,18.71,100,22,61.27,63.0,13.77,5.34,0.0,0.19,0.1,0.28
839,KanM11,3021,76,106,2,52.96,51.0,18.82,100,22,62.44,64.0,14.18,5.34,0.0,0.26,0.14,0.35
840,KanM12,3175,70,105,2,61.87,63.0,17.54,95,23,60.16,63.0,13.29,1.93,0.0,0.13,0.08,0.14
841,KanM13,10414,87,123,2,63.84,65.0,19.74,107,21,66.48,68.0,15.33,14.01,0.0,0.2,0.1,0.35
842,KanM15,1699,69,96,4,57.98,59.0,15.27,107,31,75.96,77.0,11.84,1.82,0.0,0.1,0.08,0.12
843,KanM16,1184,81,115,3,62.8,65.0,22.39,106,21,64.37,65.0,14.73,8.53,0.0,0.45,0.28,0.63
844,KanM17,3811,86,123,2,70.44,72.0,18.51,107,21,64.52,65.0,15.8,5.15,0.0,0.12,0.08,0.2
845,Karpeyev01,2931,68,98,3,57.26,58.0,14.83,96,29,63.01,63.0,14.79,3.78,0.02,0.34,0.16,0.47
846,Karpeyev02,1210,49,91,11,57.7,59.0,13.42,96,42,69.66,72.0,9.51,6.78,0.0,0.14,0.07,0.41
847,Karpeyev03,17579,81,122,2,69.76,72.0,19.93,107,24,69.34,70.0,13.5,6.32,0.0,0.09,0.05,0.17
848,KARYAG01,6391,70,117,6,65.65,66.0,18.11,98,28,62.04,63.0,15.86,6.58,0.0,0.17,0.09,0.3
849,KARYAG03,8039,81,115,6,68.83,71.0,18.3,106,21,62.18,64.0,13.61,10.24,0.0,0.2,0.09,0.42
850,KARYAG04,8032,82,110,6,69.78,72.0,17.76,127,21,61.97,63.0,13.63,15.07,0.0,0.2,0.08,0.4
851,KARYAG05,12325,64,109,6,65.58,66.0,15.56,89,21,63.4,65.0,13.19,8.38,0.0,0.22,0.08,0.51
852,KARYAG06,6726,63,99,6,59.44,60.0,14.74,93,29,66.61,67.0,11.44,6.47,0.0,0.22,0.08,0.44
853,KARYAG07,2886,77,99,9,61.7,63.0,15.26,108,27,67.05,67.0,12.47,4.52,0.0,0.12,0.06,0.21
854,KARYAG08,8912,81,117,6,63.65,63.0,18.88,104,21,61.42,62.0,14.43,8.1,0.0,0.2,0.09,0.34
855,KaszoS02,3124,45,104,9,67.62,68.0,10.61,84,36,61.67,62.0,9.83,2.43,0.0,0.1,0.08,0.12
856,KaszoS03,1360,44,91,3,58.89,59.0,11.86,83,36,64.36,65.5,10.42,6.77,0.03,0.48,0.32,0.61
857,KaszoS04,1007,43,91,12,66.83,68.0,11.57,84,36,63.99,68.0,11.77,4.41,0.03,0.17,0.13,0.29
858,KaszoS05,811,41,92,16,59.06,58.0,14.06,84,36,66.31,69.0,10.51,4.56,0.03,0.78,0.64,0.68
859,KaszoS06,2828,46,98,6,69.21,70.0,12.04,84,36,64.3,66.0,10.15,2.84,0.02,0.12,0.08,0.16
860,KaszoS07,2400,44,99,12,71.49,72.0,11.4,84,36,64.38,65.0,9.91,0.96,0.0,0.09,0.07,0.1
861,KaszoS08,10111,62,108,2,62.97,64.0,15.81,89,28,62.55,62.0,12.49,31.0,0.0,0.3,0.1,1.01
862,KaszoS09,3922,62,108,2,64.14,64.0,15.41,89,28,61.71,62.0,12.15,31.0,0.0,0.33,0.09,1.5
863,KaszoS11,4222,58,100,3,66.2,68.0,14.69,89,29,64.18,64.0,12.4,1.0,0.0,0.12,0.1,0.1
864,KaszoS12,14160,76,106,2,59.67,61.0,18.85,100,22,59.92,60.0,12.96,8.27,0.0,0.22,0.09,0.39
865,KaszoS13,5605,75,106,2,66.93,69.0,16.73,100,22,62.51,63.0,13.54,5.21,0.0,0.19,0.09,0.35
866,KaszoS14,4574,74,103,3,57.15,57.0,20.25,100,24,59.42,60.0,11.85,8.27,0.0,0.17,0.08,0.35
867,KaszoS15,2290,52,98,6,49.22,46.0,18.05,89,25,56.71,58.0,14.06,5.65,0.0,0.51,0.42,0.51
868,KaszoS16,1691,56,99,3,56.58,58.0,12.08,94,29,57.04,57.0,10.33,1.84,0.02,0.07,0.06,0.11
869,Katyukova01,1509,68,107,10,58.68,57.0,19.73,95,27,65.99,66.0,15.0,5.09,0.03,0.36,0.26,0.46
870,Katyukova03,7097,84,126,3,68.83,70.0,20.89,107,21,62.81,63.0,15.45,14.37,0.01,0.21,0.09,0.48
871,Kavalerova01,2849,68,102,4,57.14,58.0,14.52,96,29,63.22,63.0,14.82,3.34,0.03,0.3,0.16,0.38
872,Kavalerova02,1366,60,86,3,58.47,60.5,11.61,96,28,70.71,73.5,13.02,6.91,0.0,0.11,0.07,0.37
873,Kavalerova03,9082,83,126,2,74.49,77.0,20.09,104,21,60.49,61.0,13.44,7.0,0.0,0.14,0.07,0.31
874,KharselM02,696,42,91,25,64.23,66.0,12.6,84,34,65.69,69.0,10.56,8.35,0.03,0.48,0.3,0.65
875,KharselM03,1316,46,100,27,70.6,71.0,10.58,84,31,65.24,66.0,9.8,4.24,0.02,0.17,0.08,0.31
876,KharselM05,1065,40,98,15,60.32,58.0,14.09,82,36,66.63,69.0,9.35,10.0,0.03,0.8,0.31,1.16
877,KharselM06,990,41,98,7,65.64,67.0,13.91,91,41,67.22,69.0,10.26,3.09,0.03,0.24,0.09,0.39
878,KharselM07,768,39,107,20,73.93,73.0,11.64,84,41,66.84,67.0,6.93,1.11,0.0,0.09,0.08,0.07
879,KharselM08,14029,86,124,2,60.28,60.0,20.35,107,21,65.73,67.0,16.19,16.11,0.0,0.19,0.07,0.45
880,KharselM09,4716,81,117,3,55.53,55.0,17.29,105,23,71.38,73.0,12.58,4.82,0.0,0.14,0.07,0.28
881,KharselM10,1342,68,97,3,44.59,43.0,13.38,102,22,64.08,65.0,12.72,16.11,0.03,0.68,0.3,1.03
882,KharselM11,7971,86,124,2,65.74,68.0,20.9,107,21,62.67,63.0,17.66,5.2,0.0,0.13,0.06,0.3
883,KabuliL07,2720,80,116,3,76.76,80.0,17.51,102,22,67.8,69.0,16.26,3.01,0.01,0.15,0.11,0.21
884,KabuliL16,2364,60,116,3,60.92,62.0,18.17,93,28,62.27,62.0,11.86,3.69,0.02,0.2,0.14,0.28
885,KaiRuiR08,17457,80,126,3,73.93,76.0,17.74,107,24,69.45,70.0,13.15,50.07,0.0,0.1,0.05,0.43
886,KanM05,3406,74,103,1,65.39,68.0,17.6,103,27,64.09,63.0,15.44,5.82,0.0,0.15,0.06,0.36
887,KanM14,3720,76,106,2,60.08,59.0,19.97,100,24,64.83,66.0,14.84,14.01,0.0,0.24,0.12,0.37
888,KARYAG02,2421,69,96,10,61.93,63.0,12.57,101,30,71.94,74.0,13.52,4.91,0.0,0.1,0.07,0.25
889,KaszoS01,11532,48,104,3,67.12,68.0,12.37,84,36,63.72,64.0,10.32,6.77,0.0,0.2,0.09,0.37
890,KaszoS10,1967,49,93,3,53.71,53.0,15.39,89,29,60.73,62.0,12.95,5.64,0.03,0.62,0.37,0.74
891,Katyukova02,2218,69,109,2,67.11,67.0,13.96,100,24,64.04,66.0,12.92,0.98,0.02,0.08,0.06,0.08
892,KharselM01,6163,55,107,3,68.79,70.0,13.64,91,31,65.24,67.0,10.27,10.0,0.0,0.31,0.09,0.63
893,KharselM13,5207,80,125,2,71.91,74.0,20.29,103,21,61.35,62.0,15.57,14.24,0.0,0.43,0.18,0.74
894,KharselM14,1634,66,102,3,52.88,52.0,14.25,94,29,62.33,63.5,13.28,5.16,0.02,0.32,0.18,0.48
895,KharselM15,6693,85,122,1,75.98,79.0,19.74,106,22,61.64,62.0,16.24,6.06,0.0,0.19,0.08,0.38
896,Khmara02,6265,78,110,3,64.03,65.0,19.29,101,24,63.33,64.0,13.08,6.79,0.0,0.22,0.13,0.35
897,Khmara03,3820,76,113,2,70.02,71.0,18.28,102,22,60.65,61.0,13.59,5.32,0.0,0.14,0.09,0.21
898,Khmara04,2328,46,95,4,59.62,59.0,11.48,83,37,61.98,62.0,9.61,4.81,0.03,0.54,0.38,0.5
899,Khmara05,3332,59,105,5,67.43,69.0,15.74,89,30,60.57,62.0,11.69,1.86,0.0,0.11,0.08,0.13
900,Khmara06,2774,51,97,3,50.89,50.0,16.15,99,23,71.98,73.0,13.09,3.63,0.02,0.28,0.18,0.34
901,Khmara07,3944,76,114,2,68.17,69.0,18.77,102,21,60.78,61.0,13.66,4.8,0.0,0.15,0.09,0.22
902,Kim08,5634,81,124,2,70.71,74.0,18.39,107,24,67.36,68.0,14.09,2.27,0.0,0.11,0.06,0.15
903,Kim09,7293,68,114,2,66.72,69.0,19.03,96,29,62.93,64.0,14.96,2.76,0.0,0.15,0.09,0.22
904,Kim10,16252,81,120,2,67.39,69.0,18.46,103,22,63.46,64.0,13.03,12.4,0.0,0.23,0.11,0.42
905,KimG01,1692,56,104,3,68.95,69.0,15.33,89,32,63.54,62.0,10.99,2.02,0.0,0.16,0.1,0.2
906,KimG02,796,55,103,3,49.74,49.0,17.55,101,26,72.28,73.0,13.63,5.44,0.03,0.59,0.33,0.71
907,KimG03,6861,79,114,2,61.74,62.0,21.15,100,21,63.33,64.0,13.05,6.63,0.0,0.28,0.13,0.44
908,KimG04,1622,59,111,7,67.57,68.0,14.17,99,30,71.51,73.0,14.65,1.76,0.0,0.08,0.05,0.15
909,KimG05,793,55,103,3,52.98,51.0,18.13,101,26,72.28,73.0,13.7,8.7,0.03,0.61,0.36,0.81
910,KimG07,6392,78,110,2,62.63,64.0,20.56,101,24,62.39,63.0,12.09,8.34,0.0,0.27,0.14,0.48
911,KimG08,2354,61,111,3,60.34,63.0,17.77,92,23,65.34,67.0,11.2,5.63,0.0,0.38,0.2,0.53
912,KimG09,11451,83,119,2,66.89,69.0,19.23,105,21,63.18,64.0,13.82,33.76,0.0,0.24,0.1,0.75
913,KimG10,16740,73,119,2,62.57,62.0,19.4,101,26,60.49,60.0,13.26,5.73,0.0,0.18,0.09,0.33
914,KimHJ01,9304,73,112,2,65.4,66.0,17.93,100,28,64.04,66.0,14.08,8.46,0.0,0.24,0.1,0.4
915,KimHJ02,1285,62,100,6,53.52,50.0,18.34,95,30,63.95,65.0,13.36,3.85,0.03,0.45,0.35,0.47
916,KimHJ03,3459,67,110,2,70.13,71.0,15.88,96,29,64.61,67.0,14.88,3.7,0.0,0.17,0.08,0.23
917,KimHJ05,11592,80,116,2,68.14,69.0,18.48,105,24,70.04,69.0,16.38,2.6,0.0,0.1,0.05,0.19
918,KimHJ06,9842,84,119,3,56.88,57.0,19.07,105,21,66.86,66.0,16.82,7.75,0.0,0.16,0.06,0.37
919,KimHJ07,912,65,106,3,51.72,51.0,18.12,100,27,68.71,70.0,13.98,7.75,0.0,0.43,0.12,0.81
920,KimHJ08,4831,83,115,3,53.95,54.0,17.58,105,21,69.2,68.0,18.84,4.07,0.0,0.13,0.06,0.27
921,KimHJ09,4099,78,119,3,61.49,62.0,19.97,105,21,63.7,65.0,14.15,4.82,0.0,0.13,0.05,0.27
922,KimHJ11,2548,70,120,3,64.94,65.0,21.17,96,22,61.15,62.0,13.69,4.85,0.0,0.29,0.17,0.37
923,KimHJ12,2927,73,115,3,55.71,53.0,18.72,96,21,58.37,58.0,15.26,4.63,0.0,0.27,0.12,0.44
924,KimHJ13,3229,75,121,2,67.47,69.0,18.46,104,24,64.39,65.0,13.2,1.55,0.0,0.11,0.07,0.13
925,KimHJ14,18243,72,111,2,59.72,60.0,18.43,100,29,65.37,65.0,13.16,6.35,0.0,0.22,0.12,0.34
926,KimHJ15,6212,68,108,2,58.25,58.0,17.88,100,29,64.61,64.0,11.86,4.57,0.0,0.22,0.11,0.33
927,KimHJ16,2224,70,111,3,58.62,59.0,20.92,100,30,64.45,67.0,16.23,6.35,0.0,0.39,0.17,0.58
928,KimHJ17,2911,63,103,4,61.84,62.0,16.16,100,32,67.02,66.0,13.36,4.44,0.02,0.2,0.08,0.36
929,KimHJ18,6896,71,109,3,60.51,60.0,18.81,100,29,65.67,64.0,13.01,2.65,0.0,0.18,0.13,0.19
930,KimSJ01,6412,59,104,3,62.11,64.0,17.15,89,29,63.91,65.0,11.46,6.97,0.0,0.3,0.15,0.42
931,KimSJ02,2220,59,104,10,63.29,65.0,16.89,89,29,64.32,65.0,12.0,3.27,0.0,0.2,0.14,0.24
932,KimSJ04,2198,58,102,7,67.17,68.0,16.1,89,30,63.04,63.0,11.28,3.98,0.0,0.23,0.12,0.33
933,KimSJ05,18541,74,116,2,67.91,70.0,17.44,99,24,61.97,63.0,12.6,8.31,0.0,0.16,0.07,0.31
934,KimSJ06,13062,78,109,2,65.96,68.0,15.96,101,24,61.83,62.0,13.29,10.1,0.0,0.29,0.13,0.53
935,KimSJ07,4894,73,104,3,66.55,68.0,15.83,99,25,62.46,64.0,12.45,4.85,0.0,0.26,0.15,0.34
936,KimSJ08,1436,69,107,8,62.35,65.0,14.85,98,25,61.16,60.0,13.45,6.5,0.0,0.28,0.1,0.59
937,KimSJ09,1862,55,103,3,53.11,51.0,16.42,85,25,58.58,59.0,11.14,10.1,0.03,0.79,0.48,0.98
938,KimSY01,14347,64,118,3,64.14,65.0,18.2,93,29,62.78,62.0,14.85,5.25,0.0,0.17,0.09,0.31
939,KimSY02,6604,64,115,3,64.63,64.0,16.11,93,29,61.68,60.0,15.75,5.25,0.0,0.16,0.07,0.32
940,KimSY03,490,55,96,3,45.0,42.0,17.9,89,29,55.42,53.0,12.58,4.42,0.04,0.79,0.5,0.76
941,KimSY04,7253,64,118,4,64.99,68.0,19.27,93,29,64.27,64.0,13.87,4.74,0.0,0.14,0.09,0.18
942,KimSY05,6220,76,116,3,63.4,64.0,18.05,100,22,61.18,63.0,13.69,4.4,0.0,0.18,0.09,0.26
943,KimSY06,3079,75,116,3,59.42,60.0,18.76,100,22,62.45,64.0,14.11,5.5,0.0,0.28,0.15,0.39
944,KimSY07,3141,68,115,3,67.29,69.0,16.41,95,23,59.93,61.0,13.15,3.35,0.0,0.17,0.1,0.23
945,KimSY08,1732,47,102,9,70.56,72.0,13.51,86,33,67.23,69.0,10.6,3.29,0.0,0.12,0.05,0.18
946,KimSY09,13833,85,126,3,69.59,71.0,19.83,105,21,62.67,63.0,15.4,13.6,0.0,0.26,0.11,0.53
947,Kim02,2646,64,111,4,60.43,59.0,18.14,96,29,64.07,65.0,13.18,3.36,0.0,0.29,0.12,0.4
948,Kim03,3255,76,113,2,72.67,74.0,15.65,101,24,67.96,68.0,16.5,3.39,0.0,0.13,0.09,0.16
949,Kim04,5144,75,114,3,70.26,74.0,21.17,101,26,65.18,65.0,14.1,5.32,0.0,0.21,0.12,0.33
950,Kim05,6016,77,109,3,61.62,61.0,15.87,105,23,75.78,78.0,15.11,4.45,0.0,0.16,0.07,0.29
951,Kim06,3844,72,106,2,56.99,56.0,17.71,101,29,63.61,62.0,13.12,6.92,0.0,0.25,0.14,0.39
952,KimSY11,2762,72,112,3,61.74,61.0,16.72,100,27,63.13,63.0,13.29,7.08,0.0,0.21,0.07,0.42
953,KimSY12,2581,73,112,3,62.67,63.0,19.83,96,24,61.98,63.0,14.84,13.6,0.0,0.52,0.4,0.63
954,KimSY13,4273,84,126,4,72.95,75.0,18.63,105,21,63.14,63.0,15.92,11.34,0.0,0.16,0.07,0.49
955,KimSY14,18040,72,107,2,60.18,60.0,18.05,100,28,64.45,66.0,12.96,6.55,0.0,0.24,0.13,0.36
956,KimSY15,5614,70,107,3,56.94,55.0,18.38,100,30,64.28,66.0,14.72,6.55,0.0,0.33,0.16,0.47
957,KimSY16,3280,67,105,5,55.71,52.0,20.32,95,28,63.4,62.0,12.6,3.02,0.0,0.32,0.18,0.38
958,KimSy17,2710,55,101,2,62.74,64.0,18.27,93,33,62.87,64.0,11.59,1.55,0.0,0.2,0.1,0.25
959,KimSY18,6436,64,102,2,64.21,65.0,15.15,98,30,65.8,67.0,11.88,3.0,0.0,0.14,0.08,0.23
960,KimSY19,12968,78,108,3,64.95,67.0,17.02,101,24,61.85,62.0,13.28,9.34,0.0,0.31,0.14,0.51
961,KimSY20,4828,73,103,3,63.59,65.0,16.61,99,25,62.53,64.0,12.45,4.21,0.02,0.26,0.16,0.31
962,KimSY21,1425,68,105,15,60.34,63.0,15.05,98,25,61.13,60.0,13.42,6.49,0.0,0.27,0.09,0.59
963,KimSY22,1874,56,100,5,51.43,50.0,15.81,85,25,58.64,59.0,11.13,9.34,0.03,0.85,0.55,0.93
964,KimSY23,4841,76,108,3,72.9,73.0,13.97,101,24,62.63,62.0,14.54,2.88,0.0,0.15,0.11,0.17
965,KIM_B01,3687,67,103,6,59.55,59.0,17.23,93,23,64.21,66.0,13.3,3.68,0.0,0.2,0.09,0.29
966,KIM_B02,2704,58,96,9,59.99,62.0,15.18,87,29,64.92,65.0,10.84,5.1,0.02,0.31,0.12,0.54
967,KIM_B04,2158,66,113,6,72.12,73.0,15.13,92,24,57.69,55.0,14.72,3.5,0.0,0.18,0.09,0.31
968,KIM_B05,2295,50,86,6,43.08,40.0,15.19,91,34,64.67,65.0,12.13,5.65,0.03,0.3,0.25,0.35
969,KIM_B06,710,61,110,6,54.08,52.5,18.04,90,27,62.76,63.0,11.2,14.69,0.02,1.06,0.27,2.15
970,KIM_B07,10607,73,108,6,61.04,61.0,18.47,95,23,64.6,66.0,13.8,4.52,0.0,0.19,0.09,0.29
971,KIM_B08,4677,60,99,6,62.2,64.0,15.21,89,29,65.48,67.0,10.89,4.87,0.02,0.21,0.08,0.39
972,KIM_B09,13796,87,122,6,69.27,71.0,20.79,107,21,62.51,63.0,15.4,16.4,0.0,0.24,0.09,0.59
973,KIM_J01,2022,49,91,13,62.58,64.0,12.37,89,34,67.52,69.0,10.03,2.43,0.0,0.12,0.07,0.17
974,KIM_J02,2370,68,97,9,62.05,63.0,11.38,101,30,71.98,75.0,13.52,2.93,0.0,0.1,0.08,0.16
975,KIM_J03,1529,49,96,11,64.47,65.0,11.87,86,33,64.82,67.0,11.13,1.59,0.0,0.08,0.05,0.1
976,KIM_J04,7025,81,113,6,64.42,65.0,19.76,105,25,60.12,61.0,17.02,13.74,0.0,0.22,0.07,0.43
977,KIM_W01,3350,61,96,6,64.37,65.0,13.39,89,29,68.09,70.0,11.87,8.51,0.0,0.19,0.1,0.3
978,KIM_W02,4454,71,110,7,65.53,66.0,14.45,101,29,71.87,74.0,12.88,2.01,0.0,0.07,0.05,0.08
979,KIM_W03,12338,80,114,6,68.93,70.0,17.05,105,25,69.83,69.0,16.3,3.23,0.0,0.11,0.05,0.23
980,KiselevaD01,13289,86,111,2,57.23,56.0,19.66,107,21,65.53,67.0,16.24,13.07,0.0,0.19,0.07,0.45
981,KiselevaD02,4504,81,106,2,51.54,51.0,17.03,105,23,71.05,73.0,12.67,8.76,0.0,0.17,0.08,0.35
982,KharselM12,13534,86,125,1,71.62,74.0,20.68,106,21,61.61,62.0,15.66,14.24,0.0,0.3,0.12,0.57
983,Khmara01,3375,59,103,3,65.77,69.0,15.88,89,30,60.54,62.0,11.67,2.08,0.0,0.11,0.08,0.13
984,Kim01,3097,45,100,21,71.54,72.0,11.59,84,36,61.58,62.0,9.81,2.69,0.0,0.09,0.07,0.1
985,Kim07,5544,77,116,3,69.01,71.0,18.82,103,21,63.18,64.0,13.73,5.86,0.0,0.13,0.07,0.24
986,KimG06,12300,62,114,3,68.62,71.0,17.08,89,27,63.37,65.0,13.11,9.13,0.0,0.22,0.09,0.46
987,KimHJ04,4560,71,112,3,65.15,66.0,17.69,100,28,63.63,65.0,13.63,8.46,0.0,0.23,0.09,0.45
988,KimHJ10,8704,82,121,2,62.77,62.0,20.04,104,21,61.42,62.0,14.29,4.85,0.0,0.22,0.1,0.35
989,KimSJ03,1994,54,95,3,55.23,56.0,16.28,89,32,64.4,65.0,10.98,6.97,0.03,0.48,0.26,0.58
990,KimSJ10,4870,76,109,2,71.35,71.0,12.93,101,24,62.63,62.0,14.54,4.41,0.0,0.15,0.11,0.2
991,KimSY10,4217,84,123,3,75.57,79.0,19.93,105,21,62.31,62.0,16.43,13.51,0.0,0.23,0.12,0.51
992,KiselevaD04,7466,86,111,2,63.18,65.0,19.82,107,21,62.47,63.0,17.79,7.01,0.0,0.11,0.05,0.31
993,KiselevaD05,7149,83,110,3,62.5,63.0,16.1,104,21,60.05,61.0,13.65,8.87,0.0,0.19,0.07,0.37
994,KiselevaD06,366,53,81,3,40.67,40.0,13.34,89,26,61.92,64.0,11.55,10.42,0.08,1.55,1.1,1.47
995,KiselevaD07,13975,86,122,2,67.87,69.0,20.27,107,21,62.67,63.0,15.44,16.59,0.0,0.26,0.08,0.61
996,KiselevaD08,4340,85,122,2,72.88,78.0,22.56,107,21,62.34,62.0,16.5,16.59,0.0,0.25,0.08,0.64
997,KiselevaD09,2730,72,105,3,63.23,64.0,16.19,100,27,62.99,63.0,13.45,6.58,0.0,0.18,0.05,0.42
998,KiselevaD10,2588,72,103,3,57.79,56.0,19.55,96,25,61.87,63.0,14.81,12.34,0.0,0.49,0.3,0.69
999,KiselevaD12,16690,74,110,2,60.34,59.0,17.78,101,26,60.42,59.0,13.28,4.56,0.0,0.2,0.1,0.34
1000,KiselevaD13,4918,71,106,3,59.44,57.0,18.01,98,26,60.23,60.0,13.16,4.08,0.0,0.2,0.12,0.28
1001,KiselevaD14,2756,61,100,4,51.22,49.0,16.39,92,29,58.45,56.0,11.68,4.56,0.0,0.43,0.14,0.62
1002,KiselevaD15,1721,57,100,10,58.05,57.0,14.72,94,30,60.56,59.0,12.98,3.54,0.0,0.18,0.11,0.25
1003,KiselevaD16,7295,73,110,2,64.93,65.0,17.26,101,28,61.26,60.0,13.89,2.25,0.0,0.11,0.08,0.14
1004,Kleisen02,5932,71,100,3,48.98,48.0,16.48,101,29,64.23,64.0,11.26,5.37,0.0,0.26,0.16,0.38
1005,Kleisen03,3263,76,104,4,61.01,61.0,16.51,105,29,72.12,73.0,13.98,5.42,0.0,0.16,0.11,0.24
1006,Kleisen04,1868,45,94,16,62.68,63.0,9.98,83,35,62.12,62.0,9.2,3.05,0.03,0.2,0.13,0.23
1007,Kleisen05,3194,58,101,3,54.3,55.0,14.87,89,31,61.3,63.0,11.32,3.86,0.02,0.25,0.11,0.35
1008,Kleisen06,3297,76,113,3,65.68,65.0,16.18,105,29,72.13,73.0,14.15,4.64,0.0,0.14,0.1,0.2
1009,Kleisen07,2207,69,107,3,60.4,62.0,17.81,102,29,73.24,73.0,15.05,6.5,0.0,0.24,0.09,0.52
1010,Kleisen08,563,30,80,3,50.04,51.0,10.99,84,41,63.48,65.0,9.31,4.32,0.03,0.93,0.63,0.9
1011,Kleisen09,1595,58,107,3,58.39,57.0,16.45,86,27,63.17,64.0,10.15,6.74,0.0,0.33,0.15,0.6
1012,Kleisen10,5935,71,99,3,51.74,51.0,15.97,101,29,64.26,64.0,11.29,4.62,0.0,0.23,0.14,0.33
1013,Kleisen12,2809,79,104,3,60.13,61.0,16.95,103,22,64.13,63.0,13.16,2.74,0.0,0.12,0.08,0.16
1014,Knoll01,1904,46,101,3,66.05,67.0,13.35,83,37,61.95,62.0,9.54,2.98,0.0,0.2,0.08,0.3
1015,Knoll02,2273,53,103,2,65.54,67.0,17.2,89,31,68.01,68.0,9.48,6.46,0.0,0.27,0.12,0.49
1016,Knoll03,2254,68,120,2,74.02,74.0,14.11,100,25,63.92,65.0,12.93,2.39,0.0,0.08,0.06,0.14
1017,Knoll04,9642,80,123,2,66.17,67.0,20.35,103,22,67.8,68.0,14.64,4.47,0.0,0.14,0.07,0.24
1018,Knoll05,3852,72,112,3,57.74,56.0,17.45,101,29,63.65,62.0,13.14,5.95,0.0,0.24,0.13,0.37
1019,Knoll06,2121,80,126,3,70.89,69.0,15.35,105,21,62.89,62.0,14.2,0.41,0.0,0.04,0.04,0.03
1020,Knoll08,6171,87,122,2,71.19,72.0,19.48,108,21,68.71,69.0,16.67,3.98,0.0,0.14,0.04,0.3
1021,Knoll09,7395,67,118,3,68.02,71.0,19.5,96,29,62.82,64.0,14.98,2.65,0.0,0.14,0.08,0.22
1022,Knoll10,11826,77,120,3,64.95,65.0,19.76,100,22,59.45,60.0,12.94,7.07,0.0,0.25,0.09,0.43
1023,Knoll11,10076,87,126,2,68.58,70.0,19.68,108,21,62.53,62.0,16.59,2.31,0.0,0.1,0.05,0.14
1024,Ko01,2595,66,112,2,65.12,66.0,19.59,96,28,64.29,64.0,13.63,1.89,0.0,0.24,0.09,0.3
1025,Ko02,4399,77,126,1,66.04,66.0,24.06,104,27,61.14,62.0,13.89,5.1,0.0,0.13,0.08,0.26
1026,Ko03,4429,83,126,1,72.93,76.0,20.12,105,21,61.26,62.0,16.49,7.71,0.0,0.22,0.08,0.41
